Timestamp,Year,Month,Day,Hour,Day_of_Week,Temperature_C,Humidity_pct,Wind_Speed_ms,Pressure_hPa,Solar_Radiation_Wm2,Dew_Point_C,Precipitation_mm,Cloud_Cover_pct,Temp_1h_Ahead_C,Temp_3h_Ahead_C,Temp_6h_Ahead_C
2021-01-02 16:00:00,2021,1,2,16,5,10.6,75.9,1.76,1015.96,437.7,5.78,0.0,57,8.85,6.23,4.64
2021-01-02 17:00:00,2021,1,2,17,5,8.85,75.4,0.68,1014.37,131.2,3.93,0.0,69,7.42,4.5,6.03
2021-01-02 18:00:00,2021,1,2,18,5,7.42,74.0,0.52,1014.72,0.0,2.22,0.0,77,6.23,4.6,5.95
2021-01-02 19:00:00,2021,1,2,19,5,6.23,74.4,0.53,1014.35,0.0,1.12,0.0,49,4.5,4.64,5.06
2021-01-02 20:00:00,2021,1,2,20,5,4.5,74.2,0.71,1012.08,0.0,-0.66,0.0,34,4.6,6.03,7.77
2021-01-02 21:00:00,2021,1,2,21,5,4.6,71.6,1.34,1011.66,0.0,-1.09,2.7,54,4.64,5.95,8.41
2021-01-02 22:00:00,2021,1,2,22,5,4.64,69.5,1.18,1011.68,0.0,-1.47,3.6,34,6.03,5.06,9.47
2021-01-02 23:00:00,2021,1,2,23,5,6.03,71.1,2.39,1012.24,2.4,0.24,0.0,49,5.95,7.77,11.79
2021-01-03 00:00:00,2021,1,3,0,6,5.95,72.4,2.81,1014.9,0.0,0.44,0.0,64,5.06,8.41,13.34
2021-01-03 01:00:00,2021,1,3,1,6,5.06,67.1,2.3,1013.07,0.0,-1.51,0.0,16,7.77,9.47,14.29
2021-01-03 02:00:00,2021,1,3,2,6,7.77,69.9,2.86,1014.52,0.0,1.76,0.0,38,8.41,11.79,13.67
2021-01-03 03:00:00,2021,1,3,3,6,8.41,67.7,3.35,1014.34,36.9,1.94,0.0,55,9.47,13.34,14.6
2021-01-03 04:00:00,2021,1,3,4,6,9.47,72.8,3.36,1015.52,0.0,4.02,0.0,16,11.79,14.29,15.28
2021-01-03 05:00:00,2021,1,3,5,6,11.79,67.1,5.04,1014.32,13.9,5.22,0.0,33,13.34,13.67,15.62
2021-01-03 06:00:00,2021,1,3,6,6,13.34,69.1,2.66,1013.44,0.0,7.16,0.0,91,14.29,14.6,13.96
2021-01-03 07:00:00,2021,1,3,7,6,14.29,65.7,5.63,1011.17,157.2,7.43,0.0,55,13.67,15.28,13.4
2021-01-03 08:00:00,2021,1,3,8,6,13.67,72.8,3.2,1016.03,376.4,8.23,0.0,51,14.6,15.62,11.63
2021-01-03 09:00:00,2021,1,3,9,6,14.6,62.5,4.46,1014.72,548.2,7.1,0.0,55,15.28,13.96,10.35
2021-01-03 10:00:00,2021,1,3,10,6,15.28,68.8,5.15,1013.76,694.1,9.04,1.1,48,15.62,13.4,10.67
2021-01-03 11:00:00,2021,1,3,11,6,15.62,63.4,4.82,1013.45,776.7,8.3,0.0,85,13.96,11.63,9.81
2021-01-03 12:00:00,2021,1,3,12,6,13.96,66.3,2.33,1010.46,763.1,7.23,0.0,65,13.4,10.35,7.46
2021-01-03 13:00:00,2021,1,3,13,6,13.4,68.7,1.25,1013.76,813.4,7.14,0.0,42,11.63,10.67,7.28
2021-01-03 14:00:00,2021,1,3,14,6,11.63,69.6,2.14,1012.34,735.7,5.54,0.0,36,10.35,9.81,5.98
2021-01-03 15:00:00,2021,1,3,15,6,10.35,70.0,0.29,1010.68,567.0,4.35,0.0,54,10.67,7.46,4.67
2021-01-03 16:00:00,2021,1,3,16,6,10.67,69.6,2.45,1012.41,409.3,4.59,0.0,31,9.81,7.28,5.31
2021-01-03 17:00:00,2021,1,3,17,6,9.81,67.6,1.9,1013.5,181.9,3.32,0.0,56,7.46,5.98,6.42
2021-01-03 18:00:00,2021,1,3,18,6,7.46,69.9,2.28,1013.7,0.0,1.45,3.5,72,7.28,4.67,5.66
2021-01-03 19:00:00,2021,1,3,19,6,7.28,70.6,0.81,1011.38,0.0,1.4,0.0,56,5.98,5.31,7.74
2021-01-03 20:00:00,2021,1,3,20,6,5.98,71.6,1.41,1011.1,0.0,0.3,0.0,46,4.67,6.42,5.42
2021-01-03 21:00:00,2021,1,3,21,6,4.67,71.3,0.07,1012.69,47.9,-1.06,0.0,65,5.31,5.66,9.38
2021-01-03 22:00:00,2021,1,3,22,6,5.31,73.5,2.49,1014.01,72.5,0.0,0.0,63,6.42,7.74,10.09
2021-01-03 23:00:00,2021,1,3,23,6,6.42,71.1,2.06,1011.96,0.0,0.64,0.0,27,5.66,5.42,11.08
2021-01-04 00:00:00,2021,1,4,0,0,5.66,71.7,2.53,1012.49,3.7,0.01,6.2,49,7.74,9.38,12.6
2021-01-04 01:00:00,2021,1,4,1,0,7.74,69.1,4.5,1013.44,25.4,1.56,0.0,41,5.42,10.09,11.97
2021-01-04 02:00:00,2021,1,4,2,0,5.42,68.0,4.4,1011.93,13.5,-0.97,0.0,52,9.38,11.08,14.18
2021-01-04 03:00:00,2021,1,4,3,0,9.38,70.1,3.69,1010.15,12.0,3.4,0.0,40,10.09,12.6,15.14
2021-01-04 04:00:00,2021,1,4,4,0,10.09,73.0,3.29,1013.63,38.7,4.68,0.0,64,11.08,11.97,16.21
2021-01-04 05:00:00,2021,1,4,5,0,11.08,70.3,3.76,1010.55,41.7,5.13,0.0,38,12.6,14.18,14.44
2021-01-04 06:00:00,2021,1,4,6,0,12.6,65.9,3.47,1013.66,10.4,5.77,0.0,32,11.97,15.14,13.71
2021-01-04 07:00:00,2021,1,4,7,0,11.97,71.0,2.67,1012.84,274.2,6.17,0.0,47,14.18,16.21,13.16
2021-01-04 08:00:00,2021,1,4,8,0,14.18,66.7,4.36,1012.83,425.7,7.51,0.0,12,15.14,14.44,13.26
2021-01-04 09:00:00,2021,1,4,9,0,15.14,69.4,4.31,1011.52,544.3,9.02,0.0,39,16.21,13.71,11.58
2021-01-04 10:00:00,2021,1,4,10,0,16.21,65.7,6.4,1012.68,722.4,9.36,1.5,42,14.44,13.16,9.6
2021-01-04 11:00:00,2021,1,4,11,0,14.44,68.6,2.73,1011.86,751.3,8.16,0.0,93,13.71,13.26,9.15
2021-01-04 12:00:00,2021,1,4,12,0,13.71,66.3,7.29,1017.45,804.4,6.97,0.3,45,13.16,11.58,7.61
2021-01-04 13:00:00,2021,1,4,13,0,13.16,66.6,0.98,1011.98,797.6,6.47,0.0,80,13.26,9.6,7.27
2021-01-04 14:00:00,2021,1,4,14,0,13.26,63.3,2.35,1014.74,674.0,5.92,0.0,52,11.58,9.15,5.14
2021-01-04 15:00:00,2021,1,4,15,0,11.58,70.2,5.82,1012.34,589.6,5.63,0.0,49,9.6,7.61,4.94
2021-01-04 16:00:00,2021,1,4,16,0,9.6,70.6,1.73,1013.55,406.9,3.72,0.0,65,9.15,7.27,4.72
2021-01-04 17:00:00,2021,1,4,17,0,9.15,70.9,0.88,1013.2,171.9,3.33,0.0,36,7.61,5.14,4.03
2021-01-04 18:00:00,2021,1,4,18,0,7.61,71.1,1.05,1012.95,0.0,1.82,0.0,36,7.27,4.94,5.94
2021-01-04 19:00:00,2021,1,4,19,0,7.27,68.1,2.65,1012.9,0.0,0.89,0.0,45,5.14,4.72,6.71
2021-01-04 20:00:00,2021,1,4,20,0,5.14,74.1,3.72,1013.57,0.0,-0.04,0.0,37,4.94,4.03,7.54
2021-01-04 21:00:00,2021,1,4,21,0,4.94,74.3,1.27,1015.26,0.0,-0.21,0.0,42,4.72,5.94,8.55
2021-01-04 22:00:00,2021,1,4,22,0,4.72,69.0,2.9,1011.51,50.4,-1.48,0.0,47,4.03,6.71,8.9
2021-01-04 23:00:00,2021,1,4,23,0,4.03,73.2,4.55,1010.55,0.0,-1.32,1.4,43,5.94,7.54,10.99
2021-01-05 00:00:00,2021,1,5,0,1,5.94,73.5,1.73,1011.96,0.0,0.64,0.0,26,6.71,8.55,12.26
2021-01-05 01:00:00,2021,1,5,1,1,6.71,69.2,2.86,1013.4,5.8,0.54,0.0,62,7.54,8.9,12.93
2021-01-05 02:00:00,2021,1,5,2,1,7.54,69.3,7.71,1012.77,2.7,1.41,3.1,41,8.55,10.99,14.24
2021-01-05 03:00:00,2021,1,5,3,1,8.55,71.4,3.04,1015.53,0.0,2.84,0.0,63,8.9,12.26,15.19
2021-01-05 04:00:00,2021,1,5,4,1,8.9,65.1,4.25,1015.34,1.0,1.93,0.0,54,10.99,12.93,16.55
2021-01-05 05:00:00,2021,1,5,5,1,10.99,65.6,4.55,1012.54,0.0,4.11,0.0,51,12.26,14.24,15.01
2021-01-05 06:00:00,2021,1,5,6,1,12.26,65.3,2.73,1015.54,0.0,5.33,0.0,50,12.93,15.19,14.58
2021-01-05 07:00:00,2021,1,5,7,1,12.93,62.6,5.29,1013.85,192.2,5.46,0.0,32,14.24,16.55,13.52
2021-01-05 08:00:00,2021,1,5,8,1,14.24,70.8,3.49,1012.13,416.0,8.39,0.0,61,15.19,15.01,11.01
2021-01-05 09:00:00,2021,1,5,9,1,15.19,61.2,3.56,1013.05,547.0,7.42,0.0,52,16.55,14.58,11.32
2021-01-05 10:00:00,2021,1,5,10,1,16.55,67.6,3.79,1012.94,648.4,10.07,0.8,42,15.01,13.52,10.09
2021-01-05 11:00:00,2021,1,5,11,1,15.01,69.6,2.57,1012.13,768.7,8.93,0.0,60,14.58,11.01,10.72
2021-01-05 12:00:00,2021,1,5,12,1,14.58,66.5,1.88,1012.28,797.3,7.87,0.0,50,13.52,11.32,7.39
2021-01-05 13:00:00,2021,1,5,13,1,13.52,65.8,2.28,1013.91,751.6,6.67,0.2,41,11.01,10.09,6.75
2021-01-05 14:00:00,2021,1,5,14,1,11.01,69.5,1.21,1012.64,766.1,4.9,0.0,42,11.32,10.72,5.69
2021-01-05 15:00:00,2021,1,5,15,1,11.32,68.6,1.2,1012.81,588.3,5.05,0.0,36,10.09,7.39,4.28
2021-01-05 16:00:00,2021,1,5,16,1,10.09,72.1,0.28,1012.93,393.3,4.52,0.0,51,10.72,6.75,5.96
2021-01-05 17:00:00,2021,1,5,17,1,10.72,61.0,2.65,1012.99,185.0,2.92,0.0,29,7.39,5.69,5.82
2021-01-05 18:00:00,2021,1,5,18,1,7.39,67.4,0.69,1014.63,0.0,0.88,0.0,43,6.75,4.28,6.35
2021-01-05 19:00:00,2021,1,5,19,1,6.75,72.1,0.57,1012.01,0.0,1.18,0.2,52,5.69,5.96,5.79
2021-01-05 20:00:00,2021,1,5,20,1,5.69,71.0,2.45,1013.59,0.0,-0.11,0.0,43,4.28,5.82,8.67
2021-01-05 21:00:00,2021,1,5,21,1,4.28,73.7,0.64,1010.98,24.9,-0.98,0.0,52,5.96,6.35,7.64
2021-01-05 22:00:00,2021,1,5,22,1,5.96,71.5,2.12,1012.47,25.7,0.27,0.0,58,5.82,5.79,10.52
2021-01-05 23:00:00,2021,1,5,23,1,5.82,70.4,2.92,1011.29,9.2,-0.1,0.0,22,6.35,8.67,13.1
2021-01-06 00:00:00,2021,1,6,0,2,6.35,69.7,1.38,1015.68,20.7,0.29,0.0,45,5.79,7.64,11.76
2021-01-06 01:00:00,2021,1,6,1,2,5.79,77.8,1.51,1013.46,7.6,1.34,0.0,23,8.67,10.52,13.14
2021-01-06 02:00:00,2021,1,6,2,2,8.67,74.2,1.79,1012.62,17.4,3.52,0.0,68,7.64,13.1,14.47
2021-01-06 03:00:00,2021,1,6,3,2,7.64,71.5,7.78,1010.66,0.0,1.94,0.0,57,10.52,11.76,14.48
2021-01-06 04:00:00,2021,1,6,4,2,10.52,69.1,4.86,1011.26,0.0,4.35,0.0,38,13.1,13.14,13.82
2021-01-06 05:00:00,2021,1,6,5,2,13.1,69.5,3.29,1014.55,0.0,6.99,0.0,39,11.76,14.47,14.94
2021-01-06 06:00:00,2021,1,6,6,2,11.76,70.9,3.42,1013.8,0.0,5.93,0.0,57,13.14,14.48,13.54
2021-01-06 07:00:00,2021,1,6,7,2,13.14,69.1,4.52,1011.11,216.4,6.95,0.0,42,14.47,13.82,13.98
2021-01-06 08:00:00,2021,1,6,8,2,14.47,65.0,3.65,1011.12,368.4,7.47,0.0,61,14.48,14.94,11.83
2021-01-06 09:00:00,2021,1,6,9,2,14.48,72.6,2.75,1016.05,566.0,9.01,0.0,42,13.82,13.54,12.6
2021-01-06 10:00:00,2021,1,6,10,2,13.82,68.3,1.48,1015.31,741.0,7.47,0.0,50,14.94,13.98,9.44
2021-01-06 11:00:00,2021,1,6,11,2,14.94,73.1,4.1,1013.72,833.5,9.57,0.0,39,13.54,11.83,8.51
2021-01-06 12:00:00,2021,1,6,12,2,13.54,68.2,4.44,1013.46,828.8,7.18,2.1,41,13.98,12.6,8.22
2021-01-06 13:00:00,2021,1,6,13,2,13.98,66.7,1.05,1013.03,809.9,7.32,0.0,57,11.83,9.44,5.55
2021-01-06 14:00:00,2021,1,6,14,2,11.83,72.5,0.02,1011.4,666.7,6.32,0.0,80,12.6,8.51,5.92
2021-01-06 15:00:00,2021,1,6,15,2,12.6,68.9,0.01,1014.58,548.4,6.38,0.0,40,9.44,8.22,6.28
2021-01-06 16:00:00,2021,1,6,16,2,9.44,69.6,0.9,1013.0,412.5,3.37,0.0,30,8.51,5.55,3.78
2021-01-06 17:00:00,2021,1,6,17,2,8.51,66.0,0.34,1014.39,266.4,1.71,0.0,23,8.22,5.92,5.39
2021-01-06 18:00:00,2021,1,6,18,2,8.22,71.7,0.67,1012.69,45.2,2.56,0.0,66,5.55,6.28,5.95
2021-01-06 19:00:00,2021,1,6,19,2,5.55,69.3,0.89,1013.84,0.0,-0.59,0.0,58,5.92,3.78,7.16
2021-01-06 20:00:00,2021,1,6,20,2,5.92,69.3,0.13,1012.58,6.2,-0.22,0.0,45,6.28,5.39,6.58
2021-01-06 21:00:00,2021,1,6,21,2,6.28,69.0,0.27,1013.41,26.6,0.09,0.0,26,3.78,5.95,7.72
2021-01-06 22:00:00,2021,1,6,22,2,3.78,72.8,2.36,1014.5,42.5,-1.66,0.5,64,5.39,7.16,10.49
2021-01-06 23:00:00,2021,1,6,23,2,5.39,66.2,2.38,1012.5,0.0,-1.37,0.0,65,5.95,6.58,11.61
2021-01-07 00:00:00,2021,1,7,0,3,5.95,70.0,3.97,1016.34,0.0,-0.06,0.0,39,7.16,7.72,12.78
2021-01-07 01:00:00,2021,1,7,1,3,7.16,73.0,2.19,1012.44,8.4,1.77,0.0,48,6.58,10.49,13.89
2021-01-07 02:00:00,2021,1,7,2,3,6.58,66.6,1.9,1013.52,0.0,-0.1,0.6,61,7.72,11.61,13.86
2021-01-07 03:00:00,2021,1,7,3,3,7.72,70.4,3.07,1015.39,0.0,1.8,0.0,26,10.49,12.78,15.1
2021-01-07 04:00:00,2021,1,7,4,3,10.49,66.9,4.98,1015.49,19.4,3.86,0.0,28,11.61,13.89,15.32
2021-01-07 05:00:00,2021,1,7,5,3,11.61,67.1,3.03,1014.02,0.0,5.03,0.0,53,12.78,13.86,14.34
2021-01-07 06:00:00,2021,1,7,6,3,12.78,72.8,3.13,1013.73,53.4,7.34,0.0,38,13.89,15.1,15.91
2021-01-07 07:00:00,2021,1,7,7,3,13.89,62.4,2.65,1013.43,222.4,6.38,0.0,59,13.86,15.32,14.0
2021-01-07 08:00:00,2021,1,7,8,3,13.86,69.7,7.52,1015.36,358.5,7.8,0.0,43,15.1,14.34,11.63
2021-01-07 09:00:00,2021,1,7,9,3,15.1,65.5,6.61,1014.76,549.0,8.19,0.0,56,15.32,15.91,11.91
2021-01-07 10:00:00,2021,1,7,10,3,15.32,65.2,3.86,1014.96,634.9,8.36,0.0,37,14.34,14.0,9.31
2021-01-07 11:00:00,2021,1,7,11,3,14.34,63.8,1.86,1015.78,767.5,7.11,0.0,49,15.91,11.63,9.42
2021-01-07 12:00:00,2021,1,7,12,3,15.91,68.8,3.62,1014.02,771.7,9.67,0.0,44,14.0,11.91,8.52
2021-01-07 13:00:00,2021,1,7,13,3,14.0,66.7,2.42,1012.73,774.2,7.34,0.0,45,11.63,9.31,5.9
2021-01-07 14:00:00,2021,1,7,14,3,11.63,67.3,2.78,1013.87,686.3,5.09,4.9,46,11.91,9.42,6.53
2021-01-07 15:00:00,2021,1,7,15,3,11.91,68.5,3.15,1013.43,577.7,5.6,0.0,45,9.31,8.52,5.59
2021-01-07 16:00:00,2021,1,7,16,3,9.31,68.7,0.56,1013.06,442.5,3.04,0.0,50,9.42,5.9,5.75
2021-01-07 17:00:00,2021,1,7,17,3,9.42,63.1,3.25,1012.74,245.7,2.04,0.0,29,8.52,6.53,6.78
2021-01-07 18:00:00,2021,1,7,18,3,8.52,68.0,3.04,1014.17,49.1,2.11,0.0,51,5.9,5.59,5.57
2021-01-07 19:00:00,2021,1,7,19,3,5.9,73.2,1.22,1014.31,0.0,0.54,0.0,50,6.53,5.75,5.96
2021-01-07 20:00:00,2021,1,7,20,3,6.53,65.7,1.92,1012.31,0.0,-0.32,0.0,73,5.59,6.78,6.89
2021-01-07 21:00:00,2021,1,7,21,3,5.59,67.3,1.12,1013.83,0.0,-0.94,0.0,44,5.75,5.57,8.15
2021-01-07 22:00:00,2021,1,7,22,3,5.75,69.3,2.35,1015.79,0.0,-0.4,0.0,19,6.78,5.96,10.04
2021-01-07 23:00:00,2021,1,7,23,3,6.78,68.0,2.29,1012.24,12.7,0.37,0.0,65,5.57,6.89,11.67
2021-01-08 00:00:00,2021,1,8,0,4,5.57,70.5,1.87,1015.41,0.0,-0.33,0.0,74,5.96,8.15,12.82
2021-01-08 01:00:00,2021,1,8,1,4,5.96,67.2,2.26,1012.05,0.0,-0.61,0.0,61,6.89,10.04,14.3
2021-01-08 02:00:00,2021,1,8,2,4,6.89,68.9,3.83,1013.91,0.0,0.67,0.0,58,8.15,11.67,14.44
2021-01-08 03:00:00,2021,1,8,3,4,8.15,69.4,6.37,1010.7,0.9,2.04,0.0,17,10.04,12.82,16.1
2021-01-08 04:00:00,2021,1,8,4,4,10.04,70.7,2.72,1014.33,0.0,4.19,0.0,37,11.67,14.3,14.89
2021-01-08 05:00:00,2021,1,8,5,4,11.67,71.9,3.57,1013.04,0.0,6.04,6.6,53,12.82,14.44,17.11
2021-01-08 06:00:00,2021,1,8,6,4,12.82,66.9,5.34,1010.76,0.0,6.2,0.0,75,14.3,16.1,14.94
2021-01-08 07:00:00,2021,1,8,7,4,14.3,72.7,2.54,1012.67,160.6,8.85,0.0,55,14.44,14.89,12.96
2021-01-08 08:00:00,2021,1,8,8,4,14.44,66.5,8.1,1016.03,407.7,7.74,2.7,29,16.1,17.11,11.75
2021-01-08 09:00:00,2021,1,8,9,4,16.1,68.8,4.25,1014.23,550.4,9.86,0.0,44,14.89,14.94,11.79
2021-01-08 10:00:00,2021,1,8,10,4,14.89,72.6,5.41,1013.55,695.9,9.42,0.0,42,17.11,12.96,9.93
2021-01-08 11:00:00,2021,1,8,11,4,17.11,66.3,4.44,1014.18,716.7,10.38,0.0,78,14.94,11.75,9.39
2021-01-08 12:00:00,2021,1,8,12,4,14.94,62.7,3.68,1014.9,840.0,7.47,0.0,60,12.96,11.79,7.99
2021-01-08 13:00:00,2021,1,8,13,4,12.96,67.9,0.16,1015.67,737.9,6.53,0.0,30,11.75,9.93,6.52
2021-01-08 14:00:00,2021,1,8,14,4,11.75,66.2,1.42,1012.95,746.5,5.0,0.0,31,11.79,9.39,5.11
2021-01-08 15:00:00,2021,1,8,15,4,11.79,67.2,0.36,1014.28,552.7,5.23,0.0,64,9.93,7.99,4.08
2021-01-08 16:00:00,2021,1,8,16,4,9.93,74.7,3.0,1014.11,439.0,4.88,0.0,64,9.39,6.52,4.76
2021-01-08 17:00:00,2021,1,8,17,4,9.39,65.3,1.75,1013.56,235.7,2.46,4.0,51,7.99,5.11,5.98
2021-01-08 18:00:00,2021,1,8,18,4,7.99,70.4,0.49,1013.12,0.0,2.08,0.0,50,6.52,4.08,5.96
2021-01-08 19:00:00,2021,1,8,19,4,6.52,67.5,0.55,1015.81,20.7,0.02,0.0,58,5.11,4.76,5.59
2021-01-08 20:00:00,2021,1,8,20,4,5.11,69.8,0.5,1013.8,0.0,-0.94,0.0,58,4.08,5.98,7.76
2021-01-08 21:00:00,2021,1,8,21,4,4.08,73.3,2.42,1011.58,0.0,-1.26,0.0,40,4.76,5.96,9.14
2021-01-08 22:00:00,2021,1,8,22,4,4.76,71.8,1.46,1009.05,22.3,-0.88,0.0,46,5.98,5.59,9.42
2021-01-08 23:00:00,2021,1,8,23,4,5.98,69.6,1.16,1014.84,0.0,-0.09,0.0,43,5.96,7.76,11.55
2021-01-09 00:00:00,2021,1,9,0,5,5.96,68.4,2.56,1012.77,0.0,-0.36,0.3,40,5.59,9.14,12.68
2021-01-09 01:00:00,2021,1,9,1,5,5.59,71.4,1.01,1013.19,13.7,-0.13,0.0,45,7.76,9.42,12.75
2021-01-09 02:00:00,2021,1,9,2,5,7.76,74.7,2.39,1014.03,27.3,2.71,0.0,54,9.14,11.55,14.75
2021-01-09 03:00:00,2021,1,9,3,5,9.14,66.3,2.38,1017.11,5.2,2.41,0.0,70,9.42,12.68,15.41
2021-01-09 04:00:00,2021,1,9,4,5,9.42,74.6,6.2,1015.45,0.0,4.35,0.0,36,11.55,12.75,16.0
2021-01-09 05:00:00,2021,1,9,5,5,11.55,71.7,3.51,1013.08,14.3,5.88,0.0,46,12.68,14.75,15.81
2021-01-09 06:00:00,2021,1,9,6,5,12.68,71.7,4.31,1014.52,0.0,7.02,0.0,68,12.75,15.41,13.37
2021-01-09 07:00:00,2021,1,9,7,5,12.75,68.5,3.96,1012.52,273.1,6.45,0.0,40,14.75,16.0,12.92
2021-01-09 08:00:00,2021,1,9,8,5,14.75,70.3,4.41,1014.59,405.5,8.8,0.0,14,15.41,15.81,13.05
2021-01-09 09:00:00,2021,1,9,9,5,15.41,63.5,2.78,1012.2,516.2,8.1,0.0,61,16.0,13.37,11.85
2021-01-09 10:00:00,2021,1,9,10,5,16.0,64.2,1.83,1013.71,678.2,8.85,0.0,73,15.81,12.92,10.56
2021-01-09 11:00:00,2021,1,9,11,5,15.81,68.6,1.26,1013.76,745.8,9.53,4.1,42,13.37,13.05,11.93
